,state,county,candidate,party,total_votes,won,fips,state_code,male,female,median_age,population,female_percentage,lat,long,color,year,DEM_Rate,REP_Rate,Metro_DEM_Votes,Metro_REP_Votes,Metro_DEM_Rate,Metro_REP_Rate,Race,2016,2020,% increase,fact,Arizona,Georgia,South Carolina
3772,Kansas,Logan County,Donald Trump,REP,1231,TRUE,20109,KS,1398,1412,40,2810,50.24911032,38.91730386,-101.1484097,red,,,,,,,,,,,,,,,
3775,Kansas,Lyon County,Donald Trump,REP,7381,TRUE,20111,KS,16260,17039,33.4,33299,51.1697048,38.45619845,-96.15264733,red,,,,,,,,,,,,,,,
3778,Kansas,McPherson County,Donald Trump,REP,9562,TRUE,20113,KS,14159,14471,41.1,28630,50.54488299,38.39165317,-97.64801952,red,,,,,,,,,,,,,,,
3781,Kansas,Marion County,Donald Trump,REP,4377,TRUE,20115,KS,5971,6061,44.7,12032,50.37400266,38.35886741,-97.09688687,red,,,,,,,,,,,,,,,
3784,Kansas,Marshall County,Donald Trump,REP,3662,TRUE,20117,KS,4924,4874,44,9798,49.74484589,39.78356676,-96.52294061,red,,,,,,,,,,,,,,,
3787,Kansas,Meade County,Donald Trump,REP,1508,TRUE,20119,KS,2129,2132,37.3,4261,50.035203,37.23813195,-100.366251,red,,,,,,,,,,,,,,,
3790,Kansas,Miami County,Donald Trump,REP,12116,TRUE,20121,KS,16384,16743,41.9,33127,50.54185408,38.56353191,-94.83809568,red,,,,,,,,,,,,,,,
3793,Kansas,Mitchell County,Donald Trump,REP,2454,TRUE,20123,KS,3163,3059,43.5,6222,49.16425587,39.39326642,-98.20936979,red,,,,,,,,,,,,,,,
3796,Kansas,Montgomery County,Donald Trump,REP,9768,TRUE,20125,KS,16410,16560,40.5,32970,50.22747953,37.19252119,-95.74287901,red,,,,,,,,,,,,,,,
3799,Kansas,Morris County,Donald Trump,REP,2085,TRUE,20127,KS,2753,2813,47.7,5566,50.5389867,38.68741558,-96.64990012,red,,,,,,,,,,,,,,,
3802,Kansas,Morton County,Donald Trump,REP,1004,TRUE,20129,KS,1449,1389,43.1,2838,48.94291755,37.19138845,-101.7992491,red,,,,,,,,,,,,,,,
3805,Kansas,Nemaha County,Donald Trump,REP,4612,TRUE,20131,KS,5119,4985,39.9,10104,49.33689628,39.78341152,-96.01408048,red,,,,,,,,,,,,,,,
3808,Kansas,Neosho County,Donald Trump,REP,4795,TRUE,20133,KS,7923,8202,40.1,16125,50.86511628,37.55849543,-95.30679411,red,,,,,,,,,,,,,,,
3811,Kansas,Ness County,Donald Trump,REP,1315,TRUE,20135,KS,1493,1462,48.7,2955,49.47546531,38.47942841,-99.91615277,red,,,,,,,,,,,,,,,
3814,Kansas,Norton County,Donald Trump,REP,1977,TRUE,20137,KS,3036,2450,43.2,5486,44.65913234,39.78438555,-99.90348541,red,,,,,,,,,,,,,,,
3818,Kansas,Osage County,Donald Trump,REP,5591,TRUE,20139,KS,7968,7914,43.6,15882,49.82999622,38.65232091,-95.72690732,red,,,,,,,,,,,,,,,
3822,Kansas,Osborne County,Donald Trump,REP,1590,TRUE,20141,KS,1807,1796,46.7,3603,49.84734943,39.35033034,-98.76794728,red,,,,,,,,,,,,,,,
3825,Kansas,Ottawa County,Donald Trump,REP,2581,TRUE,20143,KS,3043,2859,42.6,5902,48.44120637,39.13253162,-97.65021154,red,,,,,,,,,,,,,,,
3828,Kansas,Pawnee County,Donald Trump,REP,2028,TRUE,20145,KS,3769,2940,45.7,6709,43.821732,38.18132473,-99.23672224,red,,,,,,,,,,,,,,,
3831,Kansas,Phillips County,Donald Trump,REP,2388,TRUE,20147,KS,2648,2760,44.6,5408,51.03550296,39.78456374,-99.34700886,red,,,,,,,,,,,,,,,
3835,Kansas,Pottawatomie County,Donald Trump,REP,9247,TRUE,20149,KS,11746,11799,35.1,23545,50.11255044,39.37900505,-96.34237183,red,,,,,,,,,,,,,,,
3838,Kansas,Pratt County,Donald Trump,REP,3087,TRUE,20151,KS,4785,4797,38.5,9582,50.06261741,37.64773178,-98.73962276,red,,,,,,,,,,,,,,,
3841,Kansas,Rawlins County,Donald Trump,REP,1253,TRUE,20153,KS,1286,1223,49.2,2509,48.74451973,39.78518766,-101.0758505,red,,,,,,,,,,,,,,,
3844,Kansas,Reno County,Donald Trump,REP,17948,TRUE,20155,KS,31775,31326,40.4,63101,49.64422117,37.95295885,-98.08598674,red,,,,,,,,,,,,,,,
3848,Kansas,Republic County,Donald Trump,REP,2172,TRUE,20157,KS,2271,2415,51.1,4686,51.53649168,39.82776407,-97.65061755,red,,,,,,,,,,,,,,,
3851,Kansas,Rice County,Donald Trump,REP,3187,TRUE,20159,KS,4844,4918,39.1,9762,50.37902069,38.34717595,-98.20098737,red,,,,,,,,,,,,,,,
3854,Kansas,Riley County,Joe Biden,DEM,11940,TRUE,20161,KS,39909,35387,25.1,75296,46.99718445,39.29656769,-96.73515679,blue,,,,,,,,,,,,,,,
3857,Kansas,Rooks County,Donald Trump,REP,2294,TRUE,20163,KS,2469,2649,43.8,5118,51.75849941,39.35022578,-99.32501192,red,,,,,,,,,,,,,,,
3860,Kansas,Rush County,Donald Trump,REP,1425,TRUE,20165,KS,1521,1581,47.6,3102,50.96711799,38.5231279,-99.30915301,red,,,,,,,,,,,,,,,
3863,Kansas,Russell County,Donald Trump,REP,2765,TRUE,20167,KS,3452,3525,49.1,6977,50.52314748,38.91480564,-98.76238719,red,,,,,,,,,,,,,,,
3866,Kansas,Saline County,Donald Trump,REP,15313,TRUE,20169,KS,27375,27602,38.5,54977,50.20644997,38.78381121,-97.64995459,red,,,,,,,,,,,,,,,
3869,Kansas,Scott County,Donald Trump,REP,1991,TRUE,20171,KS,2460,2489,39.4,4949,50.29298848,38.4821737,-100.9068598,red,,,,,,,,,,,,,,,
3872,Kansas,Sedgwick County,Donald Trump,REP,117653,TRUE,20173,KS,253201,258863,35.2,512064,50.55286058,37.68476832,-97.46098502,red,,,,,,,,,,,,,,,
3875,Kansas,Seward County,Donald Trump,REP,3285,TRUE,20175,KS,11601,11091,29.4,22692,48.87625595,37.19332916,-100.8513444,red,,,,,,,,,,,,,,,
3878,Kansas,Shawnee County,Joe Biden,DEM,43015,TRUE,20177,KS,86327,91957,38.9,178284,51.57894146,39.04151431,-95.7565293,blue,,,,,,,,,,,,,,,
3882,Kansas,Sheridan County,Donald Trump,REP,1237,TRUE,20179,KS,1275,1231,44.3,2506,49.12210694,39.35034744,-100.4418395,red,,,,,,,,,,,,,,,
3886,Kansas,Sherman County,Donald Trump,REP,2222,TRUE,20181,KS,3003,2963,38.8,5966,49.66476701,39.35144906,-101.7199841,red,,,,,,,,,,,,,,,
3890,Kansas,Smith County,Donald Trump,REP,1734,TRUE,20183,KS,1809,1854,51.6,3663,50.61425061,39.78516694,-98.78546973,red,,,,,,,,,,,,,,,
3893,Kansas,Stafford County,Donald Trump,REP,1631,TRUE,20185,KS,2157,2057,44.4,4214,48.81347888,38.03098114,-98.71742594,red,,,,,,,,,,,,,,,
3896,Kansas,Stanton County,Donald Trump,REP,607,TRUE,20187,KS,1055,1008,39.6,2063,48.86088221,37.56300498,-101.7842167,red,,,,,,,,,,,,,,,
3899,Kansas,Stevens County,Donald Trump,REP,1731,TRUE,20189,KS,2882,2804,34.7,5686,49.31410482,37.19233949,-101.312059,red,,,,,,,,,,,,,,,
3902,Kansas,Sumner County,Donald Trump,REP,7998,TRUE,20191,KS,11581,11627,41.1,23208,50.09910376,37.23731237,-97.47654277,red,,,,,,,,,,,,,,,
3905,Kansas,Thomas County,Donald Trump,REP,3106,TRUE,20193,KS,3816,4008,36.1,7824,51.22699387,39.35091755,-101.0555604,red,,,,,,,,,,,,,,,
3909,Kansas,Trego County,Donald Trump,REP,1341,TRUE,20195,KS,1450,1408,49.2,2858,49.26522043,38.91430951,-99.87283477,red,,,,,,,,,,,,,,,
3912,Kansas,Wabaunsee County,Donald Trump,REP,2813,TRUE,20197,KS,3497,3391,43.8,6888,49.23054588,38.95326993,-96.20499592,red,,,,,,,,,,,,,,,
3915,Kansas,Wallace County,Donald Trump,REP,762,TRUE,20199,KS,790,785,43.1,1575,49.84126984,38.91668121,-101.763616,red,,,,,,,,,,,,,,,
3918,Kansas,Washington County,Donald Trump,REP,2332,TRUE,20201,KS,2844,2681,46.5,5525,48.52488688,39.78417867,-97.08753439,red,,,,,,,,,,,,,,,
3921,Kansas,Wichita County,Donald Trump,REP,803,TRUE,20203,KS,1019,1124,45,2143,52.44983668,38.48205352,-101.3473839,red,,,,,,,,,,,,,,,
3925,Kansas,Wilson County,Donald Trump,REP,3111,TRUE,20205,KS,4318,4462,43.9,8780,50.82004556,37.55926513,-95.74341897,red,,,,,,,,,,,,,,,
3928,Kansas,Woodson County,Donald Trump,REP,1189,TRUE,20207,KS,1583,1587,48.3,3170,50.06309148,37.88669688,-95.74013436,red,,,,,,,,,,,,,,,
3931,Kansas,Wyandotte County,Joe Biden,DEM,35566,TRUE,20209,KS,81294,83051,33.7,164345,50.53454623,39.11461544,-94.76455165,blue,,,,,,,,,,,,,,,
3934,Kentucky,Adair County,Donald Trump,REP,7276,TRUE,21001,KY,9525,9716,41.5,19241,50.49633595,37.10417006,-85.28062,red,,,,,,,,,,,,,,,
3940,Kentucky,Allen County,Donald Trump,REP,7587,TRUE,21003,KY,10339,10455,40,20794,50.27892661,36.75125145,-86.19041519,red,,,,,,,,,,,,,,,
3946,Kentucky,Anderson County,Donald Trump,REP,9661,TRUE,21005,KY,10873,11341,41,22214,51.05338975,38.00392065,-84.99099658,red,,,,,,,,,,,,,,,
3952,Kentucky,Ballard County,Donald Trump,REP,3356,TRUE,21007,KY,3992,4098,43.3,8090,50.65512979,37.05848196,-88.99925589,red,,,,,,,,,,,,,,,
3958,Kentucky,Barren County,Donald Trump,REP,14654,TRUE,21009,KY,21165,22515,40.3,43680,51.54532967,36.96558592,-85.93366216,red,,,,,,,,,,,,,,,
3964,Kentucky,Bath County,Donald Trump,REP,3986,TRUE,21011,KY,6096,6172,40.4,12268,50.30974894,38.14495217,-83.74267657,red,,,,,,,,,,,,,,,
3970,Kentucky,Bell County,Donald Trump,REP,8140,TRUE,21013,KY,13325,13863,41.6,27188,50.98940709,36.730646,-83.67408276,red,,,,,,,,,,,,,,,
3976,Kentucky,Boone County,Donald Trump,REP,44814,TRUE,21015,KY,64061,65034,37.3,129095,50.37685425,38.96985577,-84.7278378,red,,,,,,,,,,,,,,,
3982,Kentucky,Bourbon County,Donald Trump,REP,6190,TRUE,21017,KY,9670,10474,42.1,20144,51.99563145,38.20673452,-84.21715057,red,,,,,,,,,,,,,,,
3988,Kentucky,Boyd County,Donald Trump,REP,14295,TRUE,21019,KY,23958,24133,41.9,48091,50.18194673,38.35957259,-82.68775351,red,,,,,,,,,,,,,,,
3994,Kentucky,Boyle County,Donald Trump,REP,8872,TRUE,21021,KY,14903,15010,40.3,29913,50.178852,37.62438277,-84.86684215,red,,,,,,,,,,,,,,,
4000,Kentucky,Bracken County,Donald Trump,REP,3398,TRUE,21023,KY,4183,4123,40.7,8306,49.63881531,38.68879489,-84.09014459,red,,,,,,,,,,,,,,,
4006,Kentucky,Breathitt County,Donald Trump,REP,4265,TRUE,21025,KY,6577,6539,41.6,13116,49.85513876,37.52161567,-83.32406325,red,,,,,,,,,,,,,,,
4012,Kentucky,Breckinridge County,Donald Trump,REP,7701,TRUE,21027,KY,10088,9992,42.9,20080,49.76095618,37.77338938,-86.4293375,red,,,,,,,,,,,,,,,
4018,Kentucky,Bullitt County,Donald Trump,REP,30708,TRUE,21029,KY,39627,39839,40.1,79466,50.13339038,37.97007363,-85.69586026,red,,,,,,,,,,,,,,,
4024,Kentucky,Butler County,Donald Trump,REP,4960,TRUE,21031,KY,6412,6333,41,12745,49.69007454,37.2072845,-86.68162334,red,,,,,,,,,,,,,,,
4030,Kentucky,Caldwell County,Donald Trump,REP,4906,TRUE,21033,KY,6168,6559,43.5,12727,51.53610435,37.14540715,-87.86786378,red,,,,,,,,,,,,,,,
4036,Kentucky,Calloway County,Donald Trump,REP,11352,TRUE,21035,KY,18818,19958,35.3,38776,51.46998143,36.62103517,-88.27224811,red,,,,,,,,,,,,,,,
4042,Kentucky,Campbell County,Donald Trump,REP,28482,TRUE,21037,KY,45124,47143,38.1,92267,51.09410732,38.94651469,-84.37951741,red,,,,,,,,,,,,,,,
4048,Kentucky,Carlisle County,Donald Trump,REP,2159,TRUE,21039,KY,2344,2497,42.9,4841,51.58025201,36.85320008,-88.97098354,red,,,,,,,,,,,,,,,
4054,Kentucky,Carroll County,Donald Trump,REP,2954,TRUE,21041,KY,5455,5256,38.1,10711,49.07104845,38.66783831,-85.1235738,red,,,,,,,,,,,,,,,
4060,Kentucky,Carter County,Donald Trump,REP,8775,TRUE,21043,KY,13437,13853,41,27290,50.76218395,38.31818559,-83.04953875,red,,,,,,,,,,,,,,,
4066,Kentucky,Casey County,Donald Trump,REP,6179,TRUE,21045,KY,7738,8058,42.9,15796,51.01291466,37.32232537,-84.9283212,red,,,,,,,,,,,,,,,
4072,Kentucky,Christian County,Donald Trump,REP,15080,TRUE,21047,KY,38411,33852,28.4,72263,46.84555028,36.89416887,-87.49045444,red,,,,,,,,,,,,,,,
4078,Kentucky,Clark County,Donald Trump,REP,11811,TRUE,21049,KY,17573,18299,42.2,35872,51.01193131,37.97082137,-84.14741622,red,,,,,,,,,,,,,,,
4084,Kentucky,Clay County,Donald Trump,REP,6677,TRUE,21051,KY,10827,9794,39.7,20621,47.49527181,37.15969564,-83.71464309,red,,,,,,,,,,,,,,,
4090,Kentucky,Clinton County,Donald Trump,REP,4280,TRUE,21053,KY,5084,5127,41.7,10211,50.21055724,36.72744165,-85.13617383,red,,,,,,,,,,,,,,,
4096,Kentucky,Crittenden County,Donald Trump,REP,3451,TRUE,21055,KY,4593,4490,43.6,9083,49.43300672,37.35272341,-88.09719713,red,,,,,,,,,,,,,,,
4102,Kentucky,Cumberland County,Donald Trump,REP,2769,TRUE,21057,KY,3289,3424,46.1,6713,51.00551169,36.78659786,-85.38851235,red,,,,,,,,,,,,,,,
4108,Kentucky,Daviess County,Donald Trump,REP,31025,TRUE,21059,KY,48742,51195,38.7,99937,51.22727318,37.73178564,-87.08726981,red,,,,,,,,,,,,,,,
4114,Kentucky,Edmonson County,Donald Trump,REP,4828,TRUE,21061,KY,6093,6029,43.8,12122,49.73601716,37.20879863,-86.23842222,red,,,,,,,,,,,,,,,
4120,Kentucky,Elliott County,Donald Trump,REP,2246,TRUE,21063,KY,4285,3232,41.9,7517,42.99587601,38.11790057,-83.09761514,red,,,,,,,,,,,,,,,
4126,Kentucky,Estill County,Donald Trump,REP,5100,TRUE,21065,KY,7104,7209,43.7,14313,50.36679941,37.69244423,-83.96431121,red,,,,,,,,,,,,,,,
4132,Kentucky,Fayette County,Joe Biden,DEM,90600,TRUE,21067,KY,156453,162281,34.4,318734,50.91424197,38.04231919,-84.45871292,blue,,,,,,,,,,,,,,,
4138,Kentucky,Fleming County,Donald Trump,REP,5534,TRUE,21069,KY,7146,7333,40.9,14479,50.64576283,38.37011818,-83.69665601,red,,,,,,,,,,,,,,,
4144,Kentucky,Floyd County,Donald Trump,REP,12250,TRUE,21071,KY,18070,18856,41.9,36926,51.06429074,37.55711905,-82.74570557,red,,,,,,,,,,,,,,,
4150,Kentucky,Franklin County,Donald Trump,REP,12900,TRUE,21073,KY,24390,25906,40.5,50296,51.5070781,38.23915254,-84.87706177,red,,,,,,,,,,,,,,,
4156,Kentucky,Fulton County,Donald Trump,REP,1606,TRUE,21075,KY,3102,3108,43.1,6210,50.04830918,36.55404203,-89.18736232,red,,,,,,,,,,,,,,,
4162,Kentucky,Gallatin County,Donald Trump,REP,2955,TRUE,21077,KY,4473,4230,38.9,8703,48.60392968,38.75687068,-84.85932837,red,,,,,,,,,,,,,,,
4168,Kentucky,Garrard County,Donald Trump,REP,6754,TRUE,21079,KY,8475,8853,42.7,17328,51.09072022,37.63959984,-84.53766514,red,,,,,,,,,,,,,,,
4174,Kentucky,Grant County,Donald Trump,REP,8725,TRUE,21081,KY,12318,12597,36,24915,50.55990367,38.64881434,-84.62458221,red,,,,,,,,,,,,,,,
4180,Kentucky,Graves County,Donald Trump,REP,13206,TRUE,21083,KY,18348,18946,40.3,37294,50.80173754,36.72310322,-88.65120022,red,,,,,,,,,,,,,,,
4186,Kentucky,Grayson County,Donald Trump,REP,9453,TRUE,21085,KY,13073,13105,40.5,26178,50.06112002,37.46081386,-86.34391608,red,,,,,,,,,,,,,,,
4192,Kentucky,Green County,Donald Trump,REP,4838,TRUE,21087,KY,5393,5630,44.6,11023,51.07502495,37.26403739,-85.55312116,red,,,,,,,,,,,,,,,
4198,Kentucky,Greenup County,Donald Trump,REP,13064,TRUE,21089,KY,17411,18354,43.4,35765,51.31832797,38.54569292,-82.92234465,red,,,,,,,,,,,,,,,
4204,Kentucky,Hancock County,Donald Trump,REP,3145,TRUE,21091,KY,4494,4225,39.4,8719,48.4573919,37.8414909,-86.77791284,red,,,,,,,,,,,,,,,
4210,Kentucky,Hardin County,Donald Trump,REP,29832,TRUE,21093,KY,53723,54372,36.3,108095,50.3001989,37.69792375,-85.96344817,red,,,,,,,,,,,,,,,
4216,Kentucky,Harlan County,Donald Trump,REP,9367,TRUE,21095,KY,13132,14002,41.2,27134,51.60315471,36.85694551,-83.21799386,red,,,,,,,,,,,,,,,
4222,Kentucky,Harrison County,Donald Trump,REP,6334,TRUE,21097,KY,9146,9522,42.1,18668,51.00707092,38.4418152,-84.33136382,red,,,,,,,,,,,,,,,
4228,Kentucky,Hart County,Donald Trump,REP,6345,TRUE,21099,KY,9166,9461,40.2,18627,50.79186128,37.29993003,-85.88469126,red,,,,,,,,,,,,,,,
4234,Kentucky,Henderson County,Donald Trump,REP,12730,TRUE,21101,KY,22328,23809,40.8,46137,51.60500249,37.79580395,-87.57303115,red,,,,,,,,,,,,,,,
4240,Kentucky,Henry County,Donald Trump,REP,5843,TRUE,21103,KY,7813,8001,41.3,15814,50.59441002,38.4484671,-85.11891597,red,,,,,,,,,,,,,,,
4246,Kentucky,Hickman County,Donald Trump,REP,1714,TRUE,21105,KY,2133,2435,46.6,4568,53.3056042,36.67812957,-88.97614455,red,,,,,,,,,,,,,,,
4252,Kentucky,Hopkins County,Donald Trump,REP,15757,TRUE,21107,KY,22219,23445,41.9,45664,51.34241416,37.30883958,-87.54083661,red,,,,,,,,,,,,,,,
4258,Kentucky,Jackson County,Donald Trump,REP,5453,TRUE,21109,KY,6655,6718,41,13373,50.23554924,37.41976588,-84.00575272,red,,,,,,,,,,,,,,,
4264,Kentucky,Jefferson County,Joe Biden,DEM,228358,TRUE,21111,KY,370844,396310,38.1,767154,51.65977105,38.18717511,-85.65913786,blue,,,,,,,,,,,,,,,
4270,Kentucky,Jessamine County,Donald Trump,REP,17096,TRUE,21113,KY,25479,26943,37.9,52422,51.39636031,37.87207148,-84.58095198,red,,,,,,,,,,,,,,,
4276,Kentucky,Johnson County,Donald Trump,REP,8450,TRUE,21115,KY,11200,11643,41.8,22843,50.96966248,37.84664101,-82.8315147,red,,,,,,,,,,,,,,,
4282,Kentucky,Kenton County,Donald Trump,REP,48129,TRUE,21117,KY,81430,83258,37,164688,50.55498883,38.93339565,-84.53331132,red,,,,,,,,,,,,,,,
4288,Kentucky,Knott County,Donald Trump,REP,4780,TRUE,21119,KY,7693,7820,42.6,15513,50.40933411,37.35404719,-82.95414137,red,,,,,,,,,,,,,,,
4294,Kentucky,Knox County,Donald Trump,REP,11012,TRUE,21121,KY,15330,16137,40,31467,51.28229574,36.89064843,-83.85404403,red,,,,,,,,,,,,,,,
4300,Kentucky,Larue County,Donald Trump,REP,5685,TRUE,21123,KY,7027,7129,40.8,14156,50.36027126,37.54579346,-85.6979283,red,,,,,,,,,,,,,,,
4306,Kentucky,Laurel County,Donald Trump,REP,23237,TRUE,21125,KY,29412,30768,39.6,60180,51.12662014,37.11067362,-84.11780203,red,,,,,,,,,,,,,,,
4312,Kentucky,Lawrence County,Donald Trump,REP,5633,TRUE,21127,KY,7898,7885,41.1,15783,49.95881645,38.06787567,-82.73475458,red,,,,,,,,,,,,,,,
4318,Kentucky,Lee County,Donald Trump,REP,2273,TRUE,21129,KY,3501,3250,44.1,6751,48.14101615,37.59480249,-83.71619577,red,,,,,,,,,,,,,,,
4324,Kentucky,Leslie County,Donald Trump,REP,4321,TRUE,21131,KY,5067,5405,41.8,10472,51.61382735,37.09406862,-83.38112755,red,,,,,,,,,,,,,,,
4330,Kentucky,Letcher County,Donald Trump,REP,7226,TRUE,21133,KY,11087,11589,42.2,22676,51.10689716,37.12117501,-82.8553129,red,,,,,,,,,,,,,,,
4336,Kentucky,Lewis County,Donald Trump,REP,4986,TRUE,21135,KY,6714,6776,42.9,13490,50.22979985,38.5315828,-83.3780685,red,,,,,,,,,,,,,,,
4342,Kentucky,Lincoln County,Donald Trump,REP,8489,TRUE,21137,KY,11981,12477,40.5,24458,51.01398315,37.45536765,-84.66084397,red,,,,,,,,,,,,,,,
4348,Kentucky,Livingston County,Donald Trump,REP,4010,TRUE,21139,KY,4626,4637,45.7,9263,50.05937601,37.20962302,-88.3537206,red,,,,,,,,,,,,,,,
4354,Kentucky,Logan County,Donald Trump,REP,9067,TRUE,21141,KY,13154,13695,40.8,26849,51.00748631,36.85968526,-86.87891917,red,,,,,,,,,,,,,,,
4360,Kentucky,Lyon County,Donald Trump,REP,3100,TRUE,21143,KY,4496,3690,48.9,8186,45.07696066,37.01910069,-88.08316022,red,,,,,,,,,,,,,,,
4366,Kentucky,McCracken County,Donald Trump,REP,21820,TRUE,21145,KY,31193,34091,42.1,65284,52.21953312,37.05395743,-88.71265237,red,,,,,,,,,,,,,,,
4372,Kentucky,McCreary County,Donald Trump,REP,5664,TRUE,21147,KY,9613,8022,40,17635,45.48908421,36.7371207,-84.48422153,red,,,,,,,,,,,,,,,
4378,Kentucky,McLean County,Donald Trump,REP,3633,TRUE,21149,KY,4602,4729,41.3,9331,50.68052727,37.52919291,-87.26360911,red,,,,,,,,,,,,,,,
4384,Kentucky,Madison County,Donald Trump,REP,27356,TRUE,21151,KY,43737,45963,34,89700,51.24080268,37.72018252,-84.27800423,red,,,,,,,,,,,,,,,
4390,Kentucky,Magoffin County,Donald Trump,REP,4174,TRUE,21153,KY,6348,6318,42.1,12666,49.88157271,37.70646879,-83.06491971,red,,,,,,,,,,,,,,,
4396,Kentucky,Marion County,Donald Trump,REP,6113,TRUE,21155,KY,9751,9481,39.7,19232,49.29804493,37.55253601,-85.2696361,red,,,,,,,,,,,,,,,
4402,Kentucky,Marshall County,Donald Trump,REP,13297,TRUE,21157,KY,15341,15825,44.8,31166,50.7764872,36.88344279,-88.3293727,red,,,,,,,,,,,,,,,
4408,Kentucky,Martin County,Donald Trump,REP,3496,TRUE,21159,KY,6583,5336,39.3,11919,44.76885645,37.80157694,-82.51323011,red,,,,,,,,,,,,,,,
4414,Kentucky,Mason County,Donald Trump,REP,5477,TRUE,21161,KY,8485,8668,40.7,17153,50.53343438,38.59518639,-83.82408709,red,,,,,,,,,,,,,,,
4420,Kentucky,Meade County,Donald Trump,REP,10185,TRUE,21163,KY,14352,13974,38.5,28326,49.33276848,37.96974097,-86.21697477,red,,,,,,,,,,,,,,,
4426,Kentucky,Menifee County,Donald Trump,REP,2311,TRUE,21165,KY,3421,2984,46.2,6405,46.58860265,37.94138815,-83.59886645,red,,,,,,,,,,,,,,,
4432,Kentucky,Mercer County,Donald Trump,REP,8506,TRUE,21167,KY,10597,10919,42.2,21516,50.74828035,37.81104053,-84.87445675,red,,,,,,,,,,,,,,,
4438,Kentucky,Metcalfe County,Donald Trump,REP,3959,TRUE,21169,KY,4923,5081,43.4,10004,50.78968413,36.99053102,-85.62922748,red,,,,,,,,,,,,,,,
4444,Kentucky,Monroe County,Donald Trump,REP,4628,TRUE,21171,KY,5370,5264,41.6,10634,49.50159865,36.71215467,-85.71648017,red,,,,,,,,,,,,,,,
4450,Kentucky,Montgomery County,Donald Trump,REP,8993,TRUE,21173,KY,13541,14218,39.1,27759,51.21942433,38.03351826,-83.91314317,red,,,,,,,,,,,,,,,
4456,Kentucky,Morgan County,Donald Trump,REP,4301,TRUE,21175,KY,7425,5860,41.3,13285,44.10989838,37.92228294,-83.25888589,red,,,,,,,,,,,,,,,
4462,Kentucky,Muhlenberg County,Donald Trump,REP,10497,TRUE,21177,KY,15286,15795,42.4,31081,50.81882822,37.21578975,-87.14203055,red,,,,,,,,,,,,,,,
4468,Kentucky,Nelson County,Donald Trump,REP,15703,TRUE,21179,KY,22492,22896,39.5,45388,50.44505156,37.805154,-85.46595802,red,,,,,,,,,,,,,,,
4474,Kentucky,Nicholas County,Donald Trump,REP,2408,TRUE,21181,KY,3369,3731,41.5,7100,52.54929577,38.33555368,-84.01530138,red,,,,,,,,,,,,,,,
4480,Kentucky,Ohio County,Donald Trump,REP,8582,TRUE,21183,KY,11960,12111,40.6,24071,50.31365544,37.47819577,-86.84887835,red,,,,,,,,,,,,,,,
4486,Kentucky,Oldham County,Donald Trump,REP,22654,TRUE,21185,KY,34328,31046,39,65374,47.48982776,38.39943805,-85.44833916,red,,,,,,,,,,,,,,,
4492,Kentucky,Owen County,Donald Trump,REP,4292,TRUE,21187,KY,5304,5437,41.2,10741,50.61912299,38.51964953,-84.82810334,red,,,,,,,,,,,,,,,
4498,Kentucky,Owsley County,Donald Trump,REP,1671,TRUE,21189,KY,1947,2516,42.5,4463,56.3746359,37.41919964,-83.68309732,red,,,,,,,,,,,,,,,
4504,Kentucky,Pendleton County,Donald Trump,REP,5515,TRUE,21191,KY,7360,7160,41.1,14520,49.31129477,38.695637,-84.36025442,red,,,,,,,,,,,,,,,
4510,Kentucky,Perry County,Donald Trump,REP,8129,TRUE,21193,KY,13273,13644,41.2,26917,50.68915555,37.24429917,-83.22147077,red,,,,,,,,,,,,,,,
4516,Kentucky,Pike County,Donald Trump,REP,20284,TRUE,21195,KY,29507,30976,42.1,60483,51.21439082,37.4690704,-82.39582319,red,,,,,,,,,,,,,,,
4522,Kentucky,Powell County,Donald Trump,REP,4041,TRUE,21197,KY,6048,6273,39.2,12321,50.91307524,37.83112678,-83.82373372,red,,,,,,,,,,,,,,,
4528,Kentucky,Pulaski County,Donald Trump,REP,25442,TRUE,21199,KY,31517,32628,41.9,64145,50.8660067,37.10386539,-84.57725002,red,,,,,,,,,,,,,,,
4534,Kentucky,Robertson County,Donald Trump,REP,884,TRUE,21201,KY,1147,996,44.1,2143,46.47690154,38.5188089,-84.05203189,red,,,,,,,,,,,,,,,
4540,Kentucky,Rockcastle County,Donald Trump,REP,6577,TRUE,21203,KY,8170,8657,42.5,16827,51.4470791,37.36505827,-84.31600989,red,,,,,,,,,,,,,,,
4546,Kentucky,Rowan County,Donald Trump,REP,5994,TRUE,21205,KY,11763,12736,30.4,24499,51.98579534,38.1962554,-83.42110798,red,,,,,,,,,,,,,,,
4552,Kentucky,Russell County,Donald Trump,REP,7519,TRUE,21207,KY,8688,9072,43.1,17760,51.08108108,36.99109064,-85.05865143,red,,,,,,,,,,,,,,,
4558,Kentucky,Scott County,Donald Trump,REP,17767,TRUE,21209,KY,26516,27001,36.2,53517,50.45312704,38.29154578,-84.58392157,red,,,,,,,,,,,,,,,
4564,Kentucky,Shelby County,Donald Trump,REP,15055,TRUE,21211,KY,22613,24173,39.1,46786,51.66716539,38.21545335,-85.19477852,red,,,,,,,,,,,,,,,
4570,Kentucky,Simpson County,Donald Trump,REP,5888,TRUE,21213,KY,8926,9137,39.5,18063,50.58406688,36.74195036,-86.58224359,red,,,,,,,,,,,,,,,
