,state,county,candidate,party,total_votes,won,fips,state_code,male,female,median_age,population,female_percentage,lat,long,color
14264,Texas,Menard County,Donald Trump,REP,823,True,48327,TX,1117,1006,49.1,2123,47.38577484691474,30.889818054765428,-99.82059985082056,red
14268,Texas,Midland County,Donald Trump,REP,45624,True,48329,TX,82543,81651,31.7,164194,49.72837009878558,31.86913690727024,-102.03159524665242,red
14272,Texas,Milam County,Donald Trump,REP,7984,True,48331,TX,12343,12321,41.3,24664,49.9554005838469,30.786332271387288,-96.97680589710166,red
14276,Texas,Mills County,Donald Trump,REP,2217,True,48333,TX,2329,2573,50.6,4902,52.48878008975928,31.49518950157113,-98.5954403731988,red
14280,Texas,Mitchell County,Donald Trump,REP,2170,True,48335,TX,5383,3175,34.1,8558,37.09978967048376,32.306201533138115,-100.92113847388714,red
14284,Texas,Montague County,Donald Trump,REP,8615,True,48337,TX,9403,10006,43.4,19409,51.55340306043588,33.675683098727816,-97.72463972426252,red
14288,Texas,Montgomery County,Donald Trump,REP,193382,True,48339,TX,274604,279841,36.9,554445,50.47227407587768,30.300193004907864,-95.50300217977376,red
14292,Texas,Moore County,Donald Trump,REP,4359,True,48341,TX,11438,10363,30.2,21801,47.53451676528599,35.83771454886299,-101.8929871425799,red
14296,Texas,Morris County,Donald Trump,REP,3872,True,48343,TX,5981,6443,43.0,12424,51.85930457179653,33.11346807588227,-94.7326373165499,red
14300,Texas,Motley County,Donald Trump,REP,604,True,48345,TX,580,576,38.3,1156,49.82698961937716,34.074063249705425,-100.77981382092818,red
14304,Texas,Nacogdoches County,Donald Trump,REP,17378,True,48347,TX,31365,34193,30.6,65558,52.15686872692883,31.61598400807823,-94.61586668021428,red
14308,Texas,Navarro County,Donald Trump,REP,13800,True,48349,TX,23845,24738,38.6,48583,50.919045756746186,32.04692633371994,-96.4724752620504,red
14312,Texas,Newton County,Donald Trump,REP,4882,True,48351,TX,7233,6824,44.3,14057,48.54520879277228,30.786253872756024,-93.7447954809614,red
14317,Texas,Nolan County,Donald Trump,REP,4131,True,48353,TX,7669,7297,38.5,14966,48.75718294801551,32.30352362644345,-100.40598751691708,red
14321,Texas,Nueces County,Donald Trump,REP,64617,True,48355,TX,178020,182466,35.3,360486,50.61666749887653,27.72553963711,-97.61304230594966,red
14325,Texas,Ochiltree County,Donald Trump,REP,2812,True,48357,TX,5230,5118,31.6,10348,49.45883262466177,36.27835758192422,-100.81566890983176,red
14330,Texas,Oldham County,Donald Trump,REP,917,True,48359,TX,1145,945,29.8,2090,45.21531100478469,35.40504562257054,-102.60276666280328,red
14334,Texas,Orange County,Donald Trump,REP,29186,True,48361,TX,41630,42417,37.8,84047,50.46819041726653,30.12130469987488,-93.89388801370455,red
14339,Texas,Palo Pinto County,Donald Trump,REP,10179,True,48363,TX,13987,14330,40.5,28317,50.60564325316948,32.753152725404775,-98.31301535224458,red
14343,Texas,Panola County,Donald Trump,REP,9326,True,48365,TX,11498,11942,39.3,23440,50.94709897610922,32.16235498862078,-94.30558827792213,red
14348,Texas,Parker County,Donald Trump,REP,62045,True,48367,TX,64448,65354,39.7,129802,50.3489930817707,32.77765373546141,-97.80506519107288,red
14353,Texas,Parmer County,Donald Trump,REP,2135,True,48369,TX,5059,4793,33.9,9852,48.65002030044661,34.530073513084,-102.78447356965638,red
14357,Texas,Pecos County,Donald Trump,REP,3215,True,48371,TX,9010,6787,35.9,15797,42.96385389630943,30.781010267380065,-102.7235301389077,red
14361,Texas,Polk County,Donald Trump,REP,18573,True,48373,TX,25878,21959,43.6,47837,45.90379831511173,30.792691583216588,-94.8300405443988,red
14365,Texas,Potter County,Donald Trump,REP,22820,True,48375,TX,62295,58604,33.8,120899,48.47351921852125,35.40129099357256,-101.89392655633915,red
14369,Texas,Presidio County,Joe Biden,DEM,1463,True,48377,TX,3497,3626,41.8,7123,50.9055173382002,29.99975851095655,-104.24051359860742,blue
14374,Texas,Rains County,Donald Trump,REP,5155,True,48379,TX,5868,5605,48.3,11473,48.85383073302537,32.87034392851419,-95.79340116632162,red
14378,Texas,Randall County,Donald Trump,REP,50796,True,48381,TX,65083,67392,35.6,132475,50.871485185884126,34.96587579283912,-101.8970485179425,red
14383,Texas,Reagan County,Donald Trump,REP,942,True,48383,TX,1951,1801,31.4,3752,48.00106609808103,31.366113286183776,-101.52309260729642,red
14387,Texas,Real County,Donald Trump,REP,1643,True,48385,TX,1426,1963,55.0,3389,57.92269105930953,29.831781429323826,-99.82219944847674,red
14391,Texas,Red River County,Donald Trump,REP,4517,True,48387,TX,5986,6289,45.6,12275,51.23421588594704,33.620746647636466,-95.05026589437524,red
14395,Texas,Reeves County,Donald Trump,REP,2254,True,48389,TX,8689,6436,35.6,15125,42.55206611570248,31.32302710489145,-103.69297921715524,red
14399,Texas,Refugio County,Donald Trump,REP,2210,True,48391,TX,3586,3650,41.9,7236,50.442233278054175,28.325259899802838,-97.16562506006406,red
14404,Texas,Roberts County,Donald Trump,REP,529,True,48393,TX,401,484,38.0,885,54.68926553672316,35.83842430057228,-100.813570425658,red
14408,Texas,Robertson County,Donald Trump,REP,5646,True,48395,TX,8296,8594,40.9,16890,50.88217880402605,31.0270540260606,-96.51279026793736,red
14412,Texas,Rockwall County,Donald Trump,REP,36726,True,48397,TX,46167,47475,37.6,93642,50.69840456205549,32.897729634327575,-96.40778286533713,red
14417,Texas,Runnels County,Donald Trump,REP,3807,True,48399,TX,5233,5077,40.8,10310,49.24345295829292,31.831118294380108,-99.97619278013082,red
14421,Texas,Rusk County,Donald Trump,REP,16534,True,48401,TX,28379,25216,38.5,53595,47.04916503405168,32.1077233908286,-94.76187636543752,red
14425,Texas,Sabine County,Donald Trump,REP,4784,True,48403,TX,5072,5386,52.7,10458,51.50124306750813,31.343226990590274,-93.85171824845187,red
14429,Texas,San Augustine County,Donald Trump,REP,3007,True,48405,TX,4085,4242,49.4,8327,50.94271646451303,31.394217744530916,-94.16818652680954,red
